ref;description;category;color;composition;sku;stock;size;image;video
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-P-PINK;4;P;80148PINK.jpg;80148PINK.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-M-PINK;15;M;80148PINK.jpg;80148PINK.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-G-PINK;17;G;80148PINK.jpg;80148PINK.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-GG-PINK;12;GG;80148PINK.jpg;80148PINK.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-G1-PINK;9;G1;80148PINK.jpg;80148PINK.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-G2-PINK;3;G2;80148PINK.jpg;80148PINK.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-G3-PINK;5;G3;80148PINK.jpg;80148PINK.mp4
80148;Blusa Decote Princesa Franzido No Busto Manga Sino Lastex Atras Tecido Super  Soft;BLUSA;Pink;100,00% POLIÉSTER;80148-G4-PINK;3;G4;80148PINK.jpg;80148PINK.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-P-LARANJA;3;P;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-M-LARANJA;17;M;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-G-LARANJA;16;G;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-GG-LARANJA;2;GG;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-G1-LARANJA;3;G1;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-G2-LARANJA;4;G2;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-G3-LARANJA;5;G3;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Laranja;100,00% POLIÉSTER;80147-G4-LARANJA;6;G4;80147LARANJA.jpg;80147LARANJA.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-P-ROYAL;2;P;80147ROYAL.jpg;80147ROYAL.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-M-ROYAL;12;M;80147ROYAL.jpg;80147ROYAL.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-G-ROYAL;8;G;80147ROYAL.jpg;80147ROYAL.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-GG-ROYAL;10;GG;80147ROYAL.jpg;80147ROYAL.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-G1-ROYAL;6;G1;80147ROYAL.jpg;80147ROYAL.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-G2-ROYAL;2;G2;80147ROYAL.jpg;80147ROYAL.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-G3-ROYAL;2;G3;80147ROYAL.jpg;80147ROYAL.mp4
80147;Blusa De Manga Gode Com Falsos Botões  Encapados E Pala Embaixo Com Amarração;BLUSA;Royal;100,00% POLIÉSTER;80147-G4-ROYAL;2;G4;80147ROYAL.jpg;80147ROYAL.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-P-VERMELHO;2;P;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-M-VERMELHO;6;M;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-G-VERMELHO;3;G;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-GG-VERMELHO;5;GG;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-G1-VERMELHO;5;G1;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-G2-VERMELHO;3;G2;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-G3-VERMELHO;3;G3;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Vermelho;100,00% POLIESTER;80146-G4-VERMELHO;6;G4;80146VERMELHO.jpg;80146VERMELHO.mp4
80146;Blusa Ciganinha Com Elastex Embaixo Confort Flow;BLUSA;Marinho;100,00% POLIESTER;80146-P-MARINHO;1;P;80146MARINHO.jpg;80146MARINHO.mp4
80145;Blusa Viscolinho Regata Com Babados Cava;REGATA;Laranja;100,00% VISCOSE;80145-G-LARANJA;1;G;80145LARANJA.jpg;80145LARANJA.mp4
80145;Blusa Viscolinho Regata Com Babados Cava;REGATA;Verde;100,00% VISCOSE;80145-M-VERDE;1;M;80145VERDE.jpg;80145VERDE.mp4
80145;Blusa Viscolinho Regata Com Babados Cava;REGATA;Verde;100,00% VISCOSE;80145-GG-VERDE;1;GG;80145VERDE.jpg;80145VERDE.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-P-CIDRA;1;P;80143CIDRA.jpg;80143CIDRA.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-M-CIDRA;1;M;80143CIDRA.jpg;80143CIDRA.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-G-CIDRA;1;G;80143CIDRA.jpg;80143CIDRA.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-GG-CIDRA;1;GG;80143CIDRA.jpg;80143CIDRA.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-G1-CIDRA;1;G1;80143CIDRA.jpg;80143CIDRA.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-G2-CIDRA;7;G2;80143CIDRA.jpg;80143CIDRA.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-G3-CIDRA;8;G3;80143CIDRA.jpg;80143CIDRA.mp4
80143;Blusa Viscolinho Manga Curta Godê Decote V Com Detalhe Em Pregas;BLUSA;Cidra;100,00% VISCOSE;80143-G4-CIDRA;5;G4;80143CIDRA.jpg;80143CIDRA.mp4
80142;Blusa Viscolinho Decote Quadrado Manga Curta Godê Com Abertura;BLUSA;Pink;100,00% VISCOSE;80142-M-PINK;1;M;80142PINK.jpg;80142PINK.mp4
80142;Blusa Viscolinho Decote Quadrado Manga Curta Godê Com Abertura;BLUSA;Pink;100,00% VISCOSE;80142-G-PINK;4;G;80142PINK.jpg;80142PINK.mp4
80142;Blusa Viscolinho Decote Quadrado Manga Curta Godê Com Abertura;BLUSA;Pink;100,00% VISCOSE;80142-G2-PINK;3;G2;80142PINK.jpg;80142PINK.mp4
80142;Blusa Viscolinho Decote Quadrado Manga Curta Godê Com Abertura;BLUSA;Pink;100,00% VISCOSE;80142-G3-PINK;7;G3;80142PINK.jpg;80142PINK.mp4
80142;Blusa Viscolinho Decote Quadrado Manga Curta Godê Com Abertura;BLUSA;Pink;100,00% VISCOSE;80142-G4-PINK;1;G4;80142PINK.jpg;80142PINK.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Azul;100,00% POLIESTER;80139-P-AZUL;9;P;80139AZUL.jpg;80139AZUL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Azul;100,00% POLIESTER;80139-M-AZUL;23;M;80139AZUL.jpg;80139AZUL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Azul;100,00% POLIESTER;80139-G-AZUL;26;G;80139AZUL.jpg;80139AZUL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Azul;100,00% POLIESTER;80139-GG-AZUL;22;GG;80139AZUL.jpg;80139AZUL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Azul;100,00% POLIESTER;80139-G1-AZUL;10;G1;80139AZUL.jpg;80139AZUL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Coral;100,00% POLIESTER;80139-PP-CORAL;5;PP;80139CORAL.jpg;80139CORAL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Coral;100,00% POLIESTER;80139-P-CORAL;11;P;80139CORAL.jpg;80139CORAL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Coral;100,00% POLIESTER;80139-M-CORAL;32;M;80139CORAL.jpg;80139CORAL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Coral;100,00% POLIESTER;80139-G-CORAL;33;G;80139CORAL.jpg;80139CORAL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Coral;100,00% POLIESTER;80139-GG-CORAL;36;GG;80139CORAL.jpg;80139CORAL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Coral;100,00% POLIESTER;80139-G1-CORAL;14;G1;80139CORAL.jpg;80139CORAL.mp4
80139;Blusa Manga 7/8 Com Babado Na Manga;BLUSA;Coral;100,00% POLIESTER;80139-G2-CORAL;2;G2;80139CORAL.jpg;80139CORAL.mp4
80138;Blusa Manga Curta Com Babado E Laço Frente;BLUSA;Vermelho;100,00% POLIESTER;80138-P-VERMELHO;1;P;80138VERMELHO.jpg;80138VERMELHO.mp4
80138;Blusa Manga Curta Com Babado E Laço Frente;BLUSA;Off White;100,00% POLIESTER;80138-M-OFF WHITE;1;M;80138OFFWHITE.jpg;80138OFFWHITE.mp4
80138;Blusa Manga Curta Com Babado E Laço Frente;BLUSA;Off White;100,00% POLIESTER;80138-G1-OFF WHITE;1;G1;80138OFFWHITE.jpg;80138OFFWHITE.mp4
80138;Blusa Manga Curta Com Babado E Laço Frente;BLUSA;Off White;100,00% POLIESTER;80138-G3-OFF WHITE;1;G3;80138OFFWHITE.jpg;80138OFFWHITE.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Branco;100,00% POLIESTER;80137-P-BRANCO;6;P;80137BRANCO.jpg;80137BRANCO.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Branco;100,00% POLIESTER;80137-M-BRANCO;15;M;80137BRANCO.jpg;80137BRANCO.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Branco;100,00% POLIESTER;80137-G-BRANCO;16;G;80137BRANCO.jpg;80137BRANCO.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Branco;100,00% POLIESTER;80137-GG-BRANCO;6;GG;80137BRANCO.jpg;80137BRANCO.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Preto;100,00% POLIESTER;80137-P-PRETO;11;P;80137PRETO.jpg;80137PRETO.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Preto;100,00% POLIESTER;80137-M-PRETO;21;M;80137PRETO.jpg;80137PRETO.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Preto;100,00% POLIESTER;80137-G-PRETO;23;G;80137PRETO.jpg;80137PRETO.mp4
80137;Blusa Manga Longa , Punho Com Botões Encapados Franzido Nos Ombros;BLUSA;Preto;100,00% POLIESTER;80137-GG-PRETO;10;GG;80137PRETO.jpg;80137PRETO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Preto;  5,00% ELASTANO   95,00% POLIÉSTER;80136-M-PRETO;1;M;80136PRETO.jpg;80136PRETO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Preto;  5,00% ELASTANO   95,00% POLIÉSTER;80136-G-PRETO;1;G;80136PRETO.jpg;80136PRETO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Preto;  5,00% ELASTANO   95,00% POLIÉSTER;80136-G1-PRETO;2;G1;80136PRETO.jpg;80136PRETO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Preto;  5,00% ELASTANO   95,00% POLIÉSTER;80136-G4-PRETO;3;G4;80136PRETO.jpg;80136PRETO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Vermelho;  5,00% ELASTANO   95,00% POLIÉSTER;80136-G-VERMELHO;1;G;80136VERMELHO.jpg;80136VERMELHO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Vermelho;  5,00% ELASTANO   95,00% POLIÉSTER;80136-G1-VERMELHO;2;G1;80136VERMELHO.jpg;80136VERMELHO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Vermelho;  5,00% ELASTANO   95,00% POLIÉSTER;80136-G3-VERMELHO;1;G3;80136VERMELHO.jpg;80136VERMELHO.mp4
80136;Blusa Cacharrel Manga Longa Malha Canelada E Botões Ombro Gola Alta;CACHARREL;Vermelho;  5,00% ELASTANO   95,00% POLIÉSTER;80136-G4-VERMELHO;1;G4;80136VERMELHO.jpg;80136VERMELHO.mp4
80135;Cardigan Manga Longa Malha Canelada;CARDIGAN;Vermelho;  5,00% ELASTANO   95,00% POLIÉSTER;80135-G4-VERMELHO;1;G4;80135VERMELHO.jpg;80135VERMELHO.mp4
80134;Blusa Com Alça Larga E Babdo , Com Laço Decote;BLUSA;Preto;100,00% VISCOSE;80134-G4-PRETO;2;G4;80134PRETO.jpg;80134PRETO.mp4
80134;Blusa Com Alça Larga E Babdo , Com Laço Decote;BLUSA;Verde;100,00% VISCOSE;80134-P-VERDE;2;P;80134VERDE.jpg;80134VERDE.mp4
80134;Blusa Com Alça Larga E Babdo , Com Laço Decote;BLUSA;Rosa Chiclete;100,00% VISCOSE;80134-P-ROSA CHICLETE;3;P;80134ROSACHICLETE.jpg;80134ROSACHICLETE.mp4
80134;Blusa Com Alça Larga E Babdo , Com Laço Decote;BLUSA;Rosa Chiclete;100,00% VISCOSE;80134-G-ROSA CHICLETE;2;G;80134ROSACHICLETE.jpg;80134ROSACHICLETE.mp4
80134;Blusa Com Alça Larga E Babdo , Com Laço Decote;BLUSA;Rosa Chiclete;100,00% VISCOSE;80134-GG-ROSA CHICLETE;4;GG;80134ROSACHICLETE.jpg;80134ROSACHICLETE.mp4
80134;Blusa Com Alça Larga E Babdo , Com Laço Decote;BLUSA;Rosa Chiclete;100,00% VISCOSE;80134-G4-ROSA CHICLETE;3;G4;80134ROSACHICLETE.jpg;80134ROSACHICLETE.mp4
80133;Blusa Com Renda Decote;REGATA;Branco;;80133-PP-BRANCO;14;PP;80133BRANCO.jpg;80133BRANCO.mp4
80133;Blusa Com Renda Decote;REGATA;Branco;;80133-P-BRANCO;16;P;80133BRANCO.jpg;80133BRANCO.mp4
80133;Blusa Com Renda Decote;REGATA;Branco;;80133-M-BRANCO;8;M;80133BRANCO.jpg;80133BRANCO.mp4
80133;Blusa Com Renda Decote;REGATA;Preto;;80133-PP-PRETO;15;PP;80133PRETO.jpg;80133PRETO.mp4
80133;Blusa Com Renda Decote;REGATA;Preto;;80133-P-PRETO;2;P;80133PRETO.jpg;80133PRETO.mp4
80133;Blusa Com Renda Decote;REGATA;Preto;;80133-M-PRETO;8;M;80133PRETO.jpg;80133PRETO.mp4
80133;Blusa Com Renda Decote;REGATA;Bege;;80133-M-BEGE;1;M;80133BEGE.jpg;80133BEGE.mp4
80133;Blusa Com Renda Decote;REGATA;Laranja;;80133-PP-LARANJA;6;PP;80133LARANJA.jpg;80133LARANJA.mp4
80133;Blusa Com Renda Decote;REGATA;Laranja;;80133-P-LARANJA;6;P;80133LARANJA.jpg;80133LARANJA.mp4
80133;Blusa Com Renda Decote;REGATA;Laranja;;80133-M-LARANJA;6;M;80133LARANJA.jpg;80133LARANJA.mp4
80133;Blusa Com Renda Decote;REGATA;Marinho;;80133-PP-MARINHO;9;PP;80133MARINHO.jpg;80133MARINHO.mp4
80133;Blusa Com Renda Decote;REGATA;Marinho;;80133-P-MARINHO;6;P;80133MARINHO.jpg;80133MARINHO.mp4
80133;Blusa Com Renda Decote;REGATA;Marinho;;80133-M-MARINHO;5;M;80133MARINHO.jpg;80133MARINHO.mp4
80133;Blusa Com Renda Decote;REGATA;Azul;;80133-PP-AZUL;8;PP;80133AZUL.jpg;80133AZUL.mp4
80133;Blusa Com Renda Decote;REGATA;Azul;;80133-P-AZUL;9;P;80133AZUL.jpg;80133AZUL.mp4
80133;Blusa Com Renda Decote;REGATA;Azul;;80133-M-AZUL;4;M;80133AZUL.jpg;80133AZUL.mp4
80133;Blusa Com Renda Decote;REGATA;Verde;;80133-PP-VERDE;4;PP;80133VERDE.jpg;80133VERDE.mp4
80133;Blusa Com Renda Decote;REGATA;Verde;;80133-P-VERDE;1;P;80133VERDE.jpg;80133VERDE.mp4
80133;Blusa Com Renda Decote;REGATA;Pink;;80133-PP-PINK;5;PP;80133PINK.jpg;80133PINK.mp4
80133;Blusa Com Renda Decote;REGATA;Pink;;80133-P-PINK;5;P;80133PINK.jpg;80133PINK.mp4
80133;Blusa Com Renda Decote;REGATA;Pink;;80133-M-PINK;1;M;80133PINK.jpg;80133PINK.mp4
80133;Blusa Com Renda Decote;REGATA;Rose;;80133-PP-ROSE;3;PP;80133ROSE.jpg;80133ROSE.mp4
80133;Blusa Com Renda Decote;REGATA;Rose;;80133-P-ROSE;4;P;80133ROSE.jpg;80133ROSE.mp4
80133;Blusa Com Renda Decote;REGATA;Roxo;;80133-P-ROXO;1;P;80133ROXO.jpg;80133ROXO.mp4
80133;Blusa Com Renda Decote;REGATA;Amarelo;;80133-P-AMARELO;1;P;80133AMARELO.jpg;80133AMARELO.mp4
80133;Blusa Com Renda Decote;REGATA;Prata;;80133-P-PRATA;1;P;80133PRATA.jpg;80133PRATA.mp4
80132;Blusa;BLUSA;Preto;;80132-PP-PRETO;22;PP;80132PRETO.jpg;80132PRETO.mp4
80132;Blusa;BLUSA;Preto;;80132-P-PRETO;23;P;80132PRETO.jpg;80132PRETO.mp4
80132;Blusa;BLUSA;Preto;;80132-M-PRETO;10;M;80132PRETO.jpg;80132PRETO.mp4
80132;Blusa;BLUSA;Preto;;80132-GG-PRETO;20;GG;80132PRETO.jpg;80132PRETO.mp4
80132;Blusa;BLUSA;Off White;;80132-PP-OFF WHITE;34;PP;80132OFFWHITE.jpg;80132OFFWHITE.mp4
80132;Blusa;BLUSA;Off White;;80132-P-OFF WHITE;17;P;80132OFFWHITE.jpg;80132OFFWHITE.mp4
80132;Blusa;BLUSA;Off White;;80132-M-OFF WHITE;17;M;80132OFFWHITE.jpg;80132OFFWHITE.mp4
80132;Blusa;BLUSA;Off White;;80132-G-OFF WHITE;3;G;80132OFFWHITE.jpg;80132OFFWHITE.mp4
80132;Blusa;BLUSA;Off White;;80132-GG-OFF WHITE;15;GG;80132OFFWHITE.jpg;80132OFFWHITE.mp4
80130;Blusa Mc  Malha Com Franja Barra;BLUSA;Preto;  1,00% ELASTANO   45,00% POLIESTER   54,00% VISCOSE;80130-P-PRETO;6;P;80130PRETO.jpg;80130PRETO.mp4
80130;Blusa Mc  Malha Com Franja Barra;BLUSA;Preto;  1,00% ELASTANO   45,00% POLIESTER   54,00% VISCOSE;80130-M-PRETO;8;M;80130PRETO.jpg;80130PRETO.mp4
80130;Blusa Mc  Malha Com Franja Barra;BLUSA;Preto;  1,00% ELASTANO   45,00% POLIESTER   54,00% VISCOSE;80130-G-PRETO;5;G;80130PRETO.jpg;80130PRETO.mp4
80130;Blusa Mc  Malha Com Franja Barra;BLUSA;Preto;  1,00% ELASTANO   45,00% POLIESTER   54,00% VISCOSE;80130-GG-PRETO;4;GG;80130PRETO.jpg;80130PRETO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Preto;100,00% VISCOSE;80129-G-PRETO;5;G;80129PRETO.jpg;80129PRETO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Preto;100,00% VISCOSE;80129-GG-PRETO;3;GG;80129PRETO.jpg;80129PRETO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Preto;100,00% VISCOSE;80129-G1-PRETO;5;G1;80129PRETO.jpg;80129PRETO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Preto;100,00% VISCOSE;80129-G2-PRETO;4;G2;80129PRETO.jpg;80129PRETO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Marinho;100,00% VISCOSE;80129-G-MARINHO;4;G;80129MARINHO.jpg;80129MARINHO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Marinho;100,00% VISCOSE;80129-GG-MARINHO;4;GG;80129MARINHO.jpg;80129MARINHO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Marinho;100,00% VISCOSE;80129-G1-MARINHO;3;G1;80129MARINHO.jpg;80129MARINHO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Marinho;100,00% VISCOSE;80129-G2-MARINHO;6;G2;80129MARINHO.jpg;80129MARINHO.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Rosa;100,00% VISCOSE;80129-M-ROSA;1;M;80129ROSA.jpg;80129ROSA.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Rosa;100,00% VISCOSE;80129-G1-ROSA;2;G1;80129ROSA.jpg;80129ROSA.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Rosa;100,00% VISCOSE;80129-G2-ROSA;4;G2;80129ROSA.jpg;80129ROSA.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Nude;100,00% VISCOSE;80129-P-NUDE;1;P;80129NUDE.jpg;80129NUDE.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Nude;100,00% VISCOSE;80129-M-NUDE;3;M;80129NUDE.jpg;80129NUDE.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Nude;100,00% VISCOSE;80129-G-NUDE;4;G;80129NUDE.jpg;80129NUDE.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Nude;100,00% VISCOSE;80129-G1-NUDE;2;G1;80129NUDE.jpg;80129NUDE.mp4
80129;Blusa Alça Larga C/ Botões Falsos E Amarração Lateral;BLUSA;Nude;100,00% VISCOSE;80129-G2-NUDE;3;G2;80129NUDE.jpg;80129NUDE.mp4
80128;Blusa Com Botões Falso E Amarração Frente;BLUSA;Azul;  7,00% ELASTANO   93,00% VISCOSE;80128-G-AZUL;3;G;80128AZUL.jpg;80128AZUL.mp4
80128;Blusa Com Botões Falso E Amarração Frente;BLUSA;Azul;  7,00% ELASTANO   93,00% VISCOSE;80128-GG-AZUL;3;GG;80128AZUL.jpg;80128AZUL.mp4
80128;Blusa Com Botões Falso E Amarração Frente;BLUSA;Azul;  7,00% ELASTANO   93,00% VISCOSE;80128-G1-AZUL;1;G1;80128AZUL.jpg;80128AZUL.mp4
80128;Blusa Com Botões Falso E Amarração Frente;BLUSA;Azul;  7,00% ELASTANO   93,00% VISCOSE;80128-G2-AZUL;4;G2;80128AZUL.jpg;80128AZUL.mp4
80128;Blusa Com Botões Falso E Amarração Frente;BLUSA;Azul;  7,00% ELASTANO   93,00% VISCOSE;80128-G3-AZUL;5;G3;80128AZUL.jpg;80128AZUL.mp4
80127;T-Shirt Com Retilinea Decote V;T-SHIRT;Branco;100,00% ALGODAO;80127-P-BRANCO;3;P;80127BRANCO.jpg;80127BRANCO.mp4
80127;T-Shirt Com Retilinea Decote V;T-SHIRT;Branco;100,00% ALGODAO;80127-M-BRANCO;4;M;80127BRANCO.jpg;80127BRANCO.mp4
80127;T-Shirt Com Retilinea Decote V;T-SHIRT;Branco;100,00% ALGODAO;80127-G-BRANCO;1;G;80127BRANCO.jpg;80127BRANCO.mp4
80127;T-Shirt Com Retilinea Decote V;T-SHIRT;Preto;100,00% ALGODAO;80127-P-PRETO;5;P;80127PRETO.jpg;80127PRETO.mp4
80127;T-Shirt Com Retilinea Decote V;T-SHIRT;Preto;100,00% ALGODAO;80127-M-PRETO;2;M;80127PRETO.jpg;80127PRETO.mp4
80127;T-Shirt Com Retilinea Decote V;T-SHIRT;Marinho;100,00% ALGODAO;80127-P-MARINHO;4;P;80127MARINHO.jpg;80127MARINHO.mp4
80127;T-Shirt Com Retilinea Decote V;T-SHIRT;Marinho;100,00% ALGODAO;80127-M-MARINHO;3;M;80127MARINHO.jpg;80127MARINHO.mp4
